email,booth,website,bio,fax,phone,name,address 
zgzjxbl@163.com,Booth no.:  6.1L24,,Upholstery Fabrics,(86) 0571 89186279,(86) 0571 89186279," Hang Zhou Jidian Textile  Co,Ltd ", NO 2 DA NIAO BANG  2 GROUP BOLU VILLAGE  YUNHE AVENUE YUHANG DISTRICT HANGZHOU 
kelly1983424@hotmail.com,Booth no.:  6.1K45,,Upholstery Fabrics,(86) 0571  86159871,(86) 0571 86159870,Hangzhou  Kudos Textile,"room 605,building 2,linping,yuhang,hangzhou "
2843171254@qq.com,Booth no.:  6.1L04,,Upholstery Fabrics,(86) 0571 89368306,(86) 0571 89368306,"Hangzhou  Siqinhuayi Textile Co., Ltd.  ",NO.55 NANHE GROUP 7 YUNHE STREET YUHANG DISTRICT HANGZHOU CHINA
876562042@qq.com,Booth no.:  5.1F32,,Upholstery Fabrics,(86) 571 89004268  ,(86) 571 88747788-8006 ,"Hangzhou Aico Home Textile Co.,Ltd.",NO.421 TONGYUN STREET YUHANG DISTRICT GOUZHUANG LIANGZHU HANGZHOU
mrj@mrjtex.com,Booth no.:  5.2C42,,Upholstery Fabrics,(86)  87550385,(86)  87550380,"Hainingshi Mingrenju Textile Co.,Ltd","No.8-1Tangnan Road,Xucun Town,Haining City,Zhejiang Province"
13736448848@163.com,Booth no.:  6.2T66,,Upholstery Fabrics,(86) 0573 87763316,(86)  13567368186,Hainingshidayuantextileco.Ltd,hainingshixucunyongfucunxiguli1hao
9393988@qq.com,Booth no.:  5.2C17,,Upholstery Fabrics,(86) 0571 82865968,(86) 0571 83588368,"Hangzhou Bolove Textile Co., Ltd.",Zhejiang Hangzhou Xiaoshan Yaqian town Yinlong industrial park
leeling@hz-byfz.com,Booth no.:  6.1F48,,Upholstery Fabrics,(86) 0571 86336111,(86) 0571 86332318 ,"Hangzhou Boyi Textile Co., Ltd. "," NO.52 ZHAZHUANGQIAO INDUSTRIAL ZONE, RENHE TOWN, YUHANG ZONE, HANGZHOU, CHINA "
ella@zhongyabuyi.com,Booth no.:  5.1F46,,Upholstery Fabrics,(86) 0571 86172307,(86) 0571 86172300,"Hangzhou Chinasia Textile Co.,Ltd",Hangzhou City Yuhang District Chongxian Street Nanshan Industrial Zone
506055509@qq.com,Booth no.:  6.1K17,,Upholstery Fabrics,(86)  0571 86266606,(86)  0571 89188886,"Hangzhou Chuong Ran Textile Co., Ltd  ",Hangzhou Yuhang District Star Bridge Street Star Road on the 9th 
406075489@qq.com,Booth no.:  6.1G16,,Upholstery Fabrics,(86) 0571 86203983,(86) 0571 86203983,"Hangzhou Cloth Art Co., Ltd. ","Hangzhou District, Yuhang Economic Development Zone Hongda Road, building 28, building 3, west of th"
389333857@qq.com,Booth no.:  6.1A32,,Upholstery Fabrics,(86) 0571 26291669,(86) 0571 26291669,Hang Zhou Shang Fang Mao Yi  Co. Ltd,Hangzhou yuhang district nanyuan streets day 8 sets of all community home slope 37
hzytvs@sina.com,Booth no.:  6.1L20,,Upholstery Fabrics,(86) 0573 87563705,(86) 0573 87563706,"Hang Zhou Weitaisi  Ltather Co.,Ltd.","Donglu No.5, Linping, Yuhang, Hangzhou, Zhejiang"
181673324@qq.com,Booth no.:  6.1K47,,Upholstery Fabrics,(86) 0571 86133743,(86) 0571 86133743,"Hangzhou Anjiela Textile Co., Ltd ","NO.8 Henanjiao, Feizhuang Village, Yunhe Street, Yuhang District, Hangzhou, Zhejiang, China "
huaji-textile@163.com,Booth no.:  6.2W21,,Upholstery Fabrics,(86) 0573 87569200,(86) 0573 87559058,Hainingshihuaqilifangzhiyouxiangongsi,zhejiangshenghainingshixucunzhenyongfukaifaquxinfenglu
2878715816@qq.com,Booth no.:  5.2N06,,Upholstery Fabrics,(86) 0573 87561918,(86) 0573 87552586,Hainingtiansenfgngzhichang,u6d59u6c5fu7701u6d77u5b81u5e02u8bb8u6751u9547u56e2u7ed3u6751u4e1cu6865u5934
646284875@qq.com,"Booth no.:  5.2C99,6.2T06",,Upholstery Fabrics,(86)  87997280,(86)  13923185728,Hainingzhenxin Textile Co.Ltd,"No.80 of Hejiacun village ,Garden village,town of XuCun,Haining,Zhejiang province"
ghsnhfd88@163.com,Booth no.:  6.1L01,,Upholstery Fabrics,(86) 0571 89368207 ,(86) 0571 89368206,"Hangzhou Bu Yuan Qian Li Textile Co.,Ltd  ", HangZhou yuhang district yunhe street shuangqiao village 9 group NO.104  
1052396350@qq.com,Booth no.:  6.1C45,,Upholstery Fabrics,(86) 0310 3255006 ,(86) 0310 3255006 ,"Hangzhou Bud Poetry Home Textiles Co.,Ltd.",Hangzhou yuhang temporary road 28 ping (China brand cloth art base on the third floor 54-56)
jx7966838@163.com,Booth no.:  6.1C51,,Upholstery Fabrics,(86) 0573 87966051,(86) 0573 87656191,"Hangzhou Buhan Textile Co.,Ltd ","No.733,Linping Avenue,Yuhang Economic&Technological; Development Zone "
664890394@QQ.COM,Booth no.:  6.1F50,,Upholstery Fabrics,(86)  0571  86163069,(86)  0571  86163069,"Hangzhou Cloth See Cloth Spread Art Co., Ltd ","Yuhang district economic and technological development zone no. 493, room 401, building 2 "
evan@colorfultex.com.cn,Booth no.:  6.1C05,,Upholstery Fabrics,(86) 0571 86189800,(86) 0571 86189805,"Hangzhou Colorful Home Textile Co.,Ltd"," No.31 Tangning Road, Yuhang,Hangzhou,Zhejiang,China"
xiao.yu108@163.com,Booth no.:  6.1G12,,Upholstery Fabrics,(86) 0571 86186227,(86) 0571 86186229,"Hanghzou Khaki Textile Co.,Ltd","No. 28, Hongda Road, YuHang Economic Development Zone, Yuhang District, Hangzhou,Zhejiang, China."
jiangguodi@hangrunsilk.com,Booth no.:  6.1F27,,Upholstery Fabrics,(86)  0571 86172766,(86)  0571 86173829,"Hangrun Textile Co.,Ltd Hangzhou",NO:167-10 SHUIHONGMIAO VILLAGE CHONGXIAN STREET YUHANG DISTRICT HANGZHOU CITY 
sales@enjoytex.cn,Booth no.:  6.2M41,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0571 56718506,(86) 0571 56718506,"Hangzhou  Enjoytex  Co., Ltd",Jingle Road  Wuzhen development zone Tongxiang cityZhejiang province
774197237@qq.com,"Booth no.:  6.1F4,6.1L33",,Upholstery Fabrics,(86) 0571 86182635 ,(86) 0571 86182335,"Hangzhou Aoqiao Textile Co., Ltd  ","3F-5TIANMAGUOJI,NO.66 XINZHOU ROAD,DONGHU ST,YUHANG,HANGZHOU"
751705055@qq.com,Booth no.:  6.1G21,,Upholstery Fabrics,(86)  86133131,(86)  86133177,"Hangzhou Aoteya Household Co.,Ltd ",EAST OF CITY NO.5 INDUSTRIAL ZONE LINPING HANGZHOU ZHEJIANG CHINA
shawn-zhu@foxmail.com,Booth no.:  4.1A49,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Textile for Household Products, Wall covering products",(86) 512 6308 2455,(86) 512 8207 3319,Haitai Textile (Suzhou) Co Ltd,"No 1422 Yuan Qu Rd, Shengze Suzhou, Wujiang, Jiangsu 215228, China"
3243761508@qq.com,Booth no.:  6.2W29,,Upholstery Fabrics,(86) 0573 86569505,(86) 0573 86567388,"Haiyan Embroidery Textile Co., Ltd",Haiyan county town of tong yuan garment industrial park
hxjb20060222@163.com,Booth no.:  3Q16,,Upholstery Fabrics,(86) 0573 86573377,(86) 0573 86573375,"Haiyan Hengxiang Warp Knitting Co.,Ltd","Xueshuigang Industrial Park, Tong Yuan Town, Haiyan, Zhejiang, China"
93903798@qq.com,Booth no.:  6.1K38,,Upholstery Fabrics,(86)  0571 57897697 ,(86)  0571 57897696  ,"Hangzhou Casting  Industry Digital Textile  Technology Co,Ltd ","Yuhang Hangzhou econmic and Technological Development Zone ,WuZhou Road ,No.53 "
187362978@qq.com,Booth no.:  6.1L06,,Upholstery Fabrics,(86) 0571 86186978,(86) 0571 86186978,"Hangzhou Changya Velvet-Weaving Co.,Ltd.",No.1 Xitang North StreetYunhe TownYuhang DistrictHangzhouZhejiang
windy@dchometeex.com,Booth no.:  6.1K41,,Upholstery Fabrics,(86) 0571 89267909,(86) 0571 86176909 ,"Hangzhou Dchometextile Co.,Ltd "," No.587,HongfengRD.Yuhang Economic Development Zone,Yuhang district Hangzhou,China "
sales@dcgstex.com,Booth no.:  3A81,http://www.dcgstex.com,Accessories,(86) 0571 82838198,(86) 0571 82879128,"Hangzhou Decheng Industry Co.,Ltd","No 1390 Jianshe 3rd Road Xiaoshan Development Zone, Hangzhou 311215. China"
hzdenuo@163.com,Booth no.:  6.1L45,,Upholstery Fabrics,(86) 0571 86185786,(86) 0571 86185786,Hangzhou Denuo Textile Co.Ltd. ,"NO.9,Wannian Road,Yuhang Economic Development Zone,Yuhang District,Hang Zhou city"
jennifer@asstx.com,Booth no.:  6.1A20,,Upholstery Fabrics,(86) 0571 57890997,(86) 0571 57890996 ,"Hangzhou Assetex Fabric Co.,Ltd","130# Ri Hui Rd Xingwang Village,Yunhe Town,Yuhang District ,Hangzhou,Zhejiang.China "
Emily@bergenfab.com,Booth no.:  6.1F02,,Upholstery Fabrics,(86)  87882070,(86)  87772070,"Hangzhou Bergen Home Co.,Ltd ",HANGZHOU CHONGXIANZHEN XINGXINGLU 6HAO 
344417837@qq.com,Booth no.:  6.1L02,,Upholstery Fabrics,(86) 0571 89366419,(86) 0571 89366419, Hangzhou Billion Sun Arts And Crafts Co Ltd ,"East Street, Yuhang district, Hangzhou 13 new community group "
hamdantraders@hotmail.com,Booth no.:  3L13,http://www.fb.com/hamdantraders,"Sun Protection Systems & Accessories, Textile for smart home, Textile for Household Products, Carpet & Rugs",,  92 21 3568 8420 / 3565 2951 / 3587 1485,Hamdan Traders,"A-204, AL-Habib Apartments, Block 8, Kehkashan, Clifton, Karachi 75600, Pakistan"
linyu@chaobentextile.com,Booth no.:  6.2P74,http://www.chaobentextile.com,Upholstery Fabrics,(86) 0571 86309551,(86) 0571 8851 9283,"Hangzhou Chaoben Textile Co., Ltd","2nd Fl, Building 27, No.536,Shunfeng Rd, Yuhang Economic Development Area,"
cyzhangmeilin@126.com,Booth no.:  6.1C06,,Upholstery Fabrics,(86) 0571 86278078 ,(86) 0571 86278688,"Hangzhou Chaoyu Textile Co.,Ltd ","No.29-3TANGKANG ROAD, CHONGXIAN STREET,YUHANG DISTRICT,HANGZHOUZHEJIANG,CHINA "
eklife@126.com,Booth no.:  6.1G51,,Upholstery Fabrics,(86) 0571 89172772,(86) 0571 89183883,"Hangzhou E.K Textile Co.,Ltd","Hangzhou E.K textile co.,ltd.no.175-1 north xingqiao road,linping Hangzhou china"
584677280@qq.com,Booth no.:  6.1G48,,Upholstery Fabrics,(86) 0571 86286969,(86) 0571 86286767,"Hangzhou Fangge Textile Co.,Ltd",dongxin village industril  yunhe district yuhang Hangzhou China
676364658@qq.com,Booth no.:  4.1A34,,Upholstery Fabrics,(86) 0571 86315840,(86) 0571 86315840,"Hangzhou Fantastic Textile Design Co.,Ltd","Roomu00a0No.502,Buildingu00a01,Unionu00a0Wealthu00a0Center,Nanyuanu00a0street,Yuhangu00a0District,Hangzhou,China"
yangjianguo84@163.com,Booth no.:  5.1C52,,Upholstery Fabrics,(86) 0271 89283690 ,(86) 0271 89283695,"Hangzhou Foress Textile Co,. Ltd. ","229 Xinsi Road, Yuhang Economic Development Zone, Yuhang District, Hangzhou. "
751705055@qq.com,Booth no.:  6.1G19,,Upholstery Fabrics,(86)  86133131,(86)  86133177,Hangzhou Fulong Fabric Co.Ltd ,"NO.5 OF EAST CITY INDUSTRIAL ZONE,LINPING,YUHANG,HANGZHOU.P.R.CHINA"
kasotex@126.com,Booth no.:  6.1C35,,Upholstery Fabrics,(86) 0571 89166073,(86) 0571 89166072,"Hangzhou Kaso Home Textile Co.,Ltd","building 8#53,wuzhou road,yuhang Economic development zone,linping,yuhang,Hangzhou,china  "
sales@eagletextile.com,Booth no.:  6.1F47,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0571 89185680,(86) 0571 89185680,"Hangzhou Eagle Textile Co.,Ltd"," No.6 Xinfang Rd.Economic Development Zone,YuhangDist,Hangzhou city"
anson@lullabychina.com,Booth no.:  6.1C09,,Upholstery Fabrics,(86)  89170085,(86)  86180389,"Hangzhou Hengye Time Spinning Co.,Ltd"," No.100 Chang Wu Road, Chang Hong Village, Yun He Town,Yu hang Dist,HangZhou "
"sophiashen@huashuibuyi,com",Booth no.:  4.1H96,,Upholstery Fabrics,(86) 0571 86177887,(86) 0571 86177788,"Hangzhou Huashui Fabric Art Co.,Ltd ",25# TANGKANG ROAD CHONGXIAN TOWN YUHANG DISTRICT HANGZHOU ZHEJIANG 
Jessica@getentex.com,Booth no.:  6.1C52,,Upholstery Fabrics,(86) 0571 26278859 ,(86) 0571 26278858,"Hangzhou Geten Textile Co., Ltd ","No. 10 Beisha West Road, Donghu Street, Yuhang District, Hangzhou"
WINDYWU@GLORYGOOD.COM,Booth no.:  6.1F05,,Upholstery Fabrics,(86)  0571 88522633 ,(86)  0571 88522533," Hangzhou Glory Import&Export.;,Ltd ","ROOM 1202#,UNITY FORTUNE CENTER,LINPING YUHANG,HANGZHOU"
183600800@qq.com,Booth no.:  6.1C39,,Upholstery Fabrics,(86)  0571 85854419,(86)  0571 86207787,"Hangzhou Grand Blue Textile Co.,Ltd. ","No.155, Yuhang Economical development zone, Chaofeng East Road,Yuhang District, Hangzhou, China"
karen@kubefabric.com,Booth no.:  6.1J42,,Upholstery Fabrics,(86) 571 86168259,(86) 571 86168256,"Hangzhou Kb Fabric Co.,Ltd","No.113 Tianhe Road,Linping,311100,HZ,ZJ,China "
shirley.z@kelidatextile.com,Booth no.:  5.1F66,,Upholstery Fabrics,(86) 0571 57861555 ,(86) 0571 57898885,"Hangzhou Kelida Home Textile Co.,Ltd","GEDUN VILLAGE,RENHE TOWN,YUHANG,HANGZHOU "
christie1010_krx@163.com,Booth no.:  6.1A28,,Upholstery Fabrics,(86) 0571 86213757,(86) 0571 86213797,"Hangzhou Keruixin Import&Export; Co.,Ltd ","2F-05,NO.48 BEISHA EAST ROAD,LINPING STREET,YUHANG DISTRICT,HANGZHOU,CHINA "
yuzhilan@easterntex.com,Booth no.:  6.1G20,,Upholstery Fabrics,(86) 0571 89176603,(86) 0571 89176611,"Hangzhou Eastern Fabric Co.,Ltd",No.18 HONGDA ROAD YUHANG INDUSTRIAL PARK HANGZHOU 
easycleantextile@163.com,Booth no.:  6.1L29,,Upholstery Fabrics,(86) 0571 89263352,(86) 0571 89260109,"Hangzhou Easyclean Textiles Co.,Ltd. "," 213BLDG 3,NO.5 EAST ZHENXING ROAD,YUHANG ECONOMIC DEVELOPMENT ZONE,HANGZHOU,CHINA "
ben@sinohometex.com,Booth no.:  4.1B108,,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Sun Protection Systems & Accessories, Textile for smart home",(86) 571 8801 2885,(86) 571 8755 7758,Hangzhou Home Fashion Textile Co Ltd,"Rm 4030, No.9 Yanan Rd, 310002, China"
363856837@qq.com,Booth no.:  6.1G15,,Upholstery Fabrics,(86) 0571 89055245,(86) 0571 88660541,"Hangzhou Homelike Textile Co., Ltd  ","NO.227XIN SI ROAD, LINPING, YUHANG, HANGZHOU, CHINA  "
26544942@qq.com,Booth no.:  6.1K02,,Upholstery Fabrics,(86) 0571 86138680 ,(86) 0571 89186398  ,"Hangzhou Huifeng Trade And Industry Co.,Ltd.","69#-1 Beishadong road, Linping economic development zone.Hangzhou "
idwing@163.com,Booth no.:  6.1J24,,Upholstery Fabrics,(86) 0571 86350987 ,(86) 0571 86350986,"Hangzhou Idwing Imp. & Exp. Co., Ltd","1ST & 2ND FLOOR,BUILDING 4NO.650WANG MEI ROAD,LINPING,HANGZHOU"
guoyongyi@163.com,Booth no.:  6.1L18,,Upholstery Fabrics,(86) 0571 86171008,(86) 0571 86171008,Hangzhou Ipd Textile Co;Ltd ,"Room 1811,No,3Xinbei Inertnational Buiding,Yuhang Qianjiang Industrial Zone"
wang@hantexhome.com,Booth no.:  6.1G46,,Upholstery Fabrics,(86)  0571 86281966,(86)  0571 86281966,"Hangzhou Hantex Home Textiles Co.,Ltd.  "," #19 Hongda Road, Lingping, Hangzhou,Zhejiang, China.  "
zj-yasi@163.net,Booth no.:  6.1C20,,Upholstery Fabrics,(86) 0571 86215972,(86) 0571 86215936,"Hangzhou Heimayi Textile Co.,Ltd",DONGXIN TOWN YUNHE STREET HANGZHOU CITY   
leo@kingwood2008.com,Booth no.:  6.1G17,,Upholstery Fabrics,(86) 0571 86160855,(86) 0571 86160811,Hangzhou Kingwood Textile Co.Ltd,  NO.12Xinfang  RoadLinpingHangzhou 
1048499445@qq.com,Booth no.:  6.1F51,,Upholstery Fabrics,(86)  86357178,(86)  86357568,"Hangzhou Kuntrust Silk Co.,Ltd", Quan Zhang Tangqi Town.Yuhang area. Hangzhou.China 
jimmy@hzlxtrade.com,Booth no.:  3N35,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0571 82220917,(86) 0571 82220917,"Hangzhou Lianxiang Trade Co.,Ltd","No#1&2,Building 40,China Textile Purchase City,"
yyf@elitefabric.cn,Booth no.:  6.1F19,,Upholstery Fabrics,(86)  0571 26239915,(86)  0571 26230082,"Hangzhou Elite Power Fabric Co.,Ltd","No.26 Hongda road, Yuhang Economicu00a0Development Zone, Lingpin, Hangzhou, China "
enfutextile@163.com,Booth no.:  6.1H47,,Upholstery Fabrics,(86)  0571 86180446 ,(86)  0571 86180457,"Hangzhou Enfu Textile Co.,Ltd. ","1-2513 Unity Fortune Center, Nanyuan Street, Linping, Yuhang District, Hangzhou, Zhejiang Province,C"
447097814 @qq.com,Booth no.:  6.1K05,,Upholstery Fabrics,(86) 0571 88771726 ,(86) 0571 88771736,"Hangzhou Hongcheng Textile Co.,Ltd.  ","332Room28,Lingping Avenue,Yuhang District,Hangzhou "
741174506@qq.com,Booth no.:  6.1F29,,Upholstery Fabrics,(86) 0571 89356099,(86) 0571 89356077,"Hangzhou Hongsheng Textiles Co.,Ltd. "," No.31-1,Yunhe Road,Chongxian, Yuhang, Hangzhou, Zhejiang."
hongxibuyi@163.com,Booth no.:  6.1L13,,Upholstery Fabrics,(86) 0571 86332859,(86) 0571 86332838,Hangzhou Hongxi Fabricart Co;Ltd ," Garden park Village,Renhe town,Yuhang District,Hangzhou City "
lu@jsyardhz.com,Booth no.:  6.1G45,,Upholstery Fabrics,(86) 0571 89180492,(86) 0571 89260746-8071,"Hangzhou J&S; Yard Home Fashion Co.,Ltd ","#115,XingFa Street, XingQiao Industrial Zone, Hangzhou 311100 China. "
ycy_750@163.com,Booth no.:  6.1L19,,Upholstery Fabrics,(86)  86232628,(86)  89161857,"Hangzhou Jia Ming Jia Textiles Co.,Ltd  ",u676du5ddeu5e02u4f59u676du7ecfu6d4eu5f00u53d1u533au4e34u5e73u5927u9053505u53f7  
Nicole@hzjindian.com,Booth no.:  6.1L23,,Upholstery Fabrics,(86) 0571 86274380,(86) 0571 86271377,"Hangzhou Jindian Fabric Co.,Ltd.","Chongxian Village,Chongxian Town,Yuhang District,Hangzhou City"
fabricworld@163.com,Booth no.:  6.1F20,,Upholstery Fabrics,(86)  0571 86278806,(86)  0571 86278836,"Hangzhou Helmtex Mills,Ltd. "," Chongxian Industrial Zone, Hangzhou City, Zhejiang Province, P.R. China"
yaokaijie@vip.qq.com,Booth no.:  6.1L37,,Upholstery Fabrics,(86) 0571 86133502,(86) 0571 88730657 ,"Hangzhou Lining Textile Co.,Ltd ", SECOND FLOOR NO.2 XINFANG ROAD LINPING YUHANG HANGZHOU ZHEJIANG CHINA
271808726@qq.com,Booth no.:  6.1G10,,Upholstery Fabrics,(86) 0571 89267276,(86) 0571 86383960,"Hangzhou Lintex Co.,Ltd ","NO.650WANGMEI ROAD, LINPING, HANGZHOU "
2271786123@qq.com,Booth no.:  3C77,http://lyanlace.en.alibaba.com/,"Accessories, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0757 86886690,(86) 0757 86886690,"Hangzhou Liyan Lace Co.,Ltd","No.93 Guancun Village,Louta Town Xiaoshan "
july@enmatex.com,"Booth no.:  6.1G38,6.1L46",,Upholstery Fabrics,(86) 0571 86215903 ,(86) 0571 86215903,"  Hangzhou Enma Textile Co.,Ltd ","No.1Jinsuo Road,Dongxin, Yunhe Street,Yuhang,Hangzhou,Zhejiang,China "
summer@hzenyu.cn,Booth no.:  6.1G36,,Upholstery Fabrics,(86)  86280770,(86)  86186661-817,"Hangzhou Enyu Import & Export Co.,Ltd","1# Building, No.40 Yushi Road, Yunhe Street, Yuhang  District, Hangzhou,  Zhejiang, P.R.China"
hzyatao@163.com,Booth no.:  6.1G40,,Upholstery Fabrics,(86) 0571 86215826,(86) 0571 86215806," Hangzhou Excellent   Textlleco,Ltd ","Yuhang District,Hangzhou canal street Five hang  Porsperity  Road  on the 1st  "
joehuang24@hotmail.com,Booth no.:  6.1G14,,Upholstery Fabrics,(86) 0571 88521620,(86) 0571 88573620 ,"Hangzhou Houmo Textile Co.,Ltd "," ROOM 2-601, BAFANGJIEZUO, LINPING, HANGZHOU, 311100, CHINA   "
478423921@qq.com,Booth no.:  6.1C46,,Upholstery Fabrics,(86)  86331908,(86)  86331908,"Hangzhou Huadi Textile  Co.,Ltd","No.59 Xinanshan ST, Renhe Industry Zone, Hangzhou, Zhejiang, China"
2851501855@qq.com,Booth no.:  6.1G29,,Upholstery Fabrics,(86) 0571 86284880,(86) 0571 86284885,"Hangzhou Jinloulan  Fabric Co.,Ltd","Building 2 Huaning Rd No.165 Yuhang Economical&Technological; Development Area,Hangzhou,CHINA "
2052660900@qq.com,Booth no.:  6.1G41,,Upholstery Fabrics,(86) 0572 8485289,(86) 0572 8390082,"Hangzhou Jinpinda Textile Co.,Ltd"," Jiudiandai, Tangqi, Yuhang, Hangzhou "
fjufen@163.com,Booth no.:  6.1J37,,Upholstery Fabrics,(86) 0571 86324044,(86) 0571 86323302,"Hangzhou Jufeng Silk Art Co.,Ltd ","Mojiaqiao village,Tangqi town,Yuhang districtHANGZHOU "
china@fabb-tex.com,Booth no.:  4.1H99,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0571 86129909,(86) 0571 86119909,"Hangzhou Fabb Trading Co., Ltd"," Room 311, YongAn Edifice, NanYuan Street Yuhang District, Hangzhou, China"
info@hzfancyhome.com,Booth no.:  6.1K01,,Upholstery Fabrics,(86) 0571 86136431,(86) 0571 86179665,"Hangzhou Fancyhome Textile Co.,Ltd ","No 14 Tangkang RD,Chongxian ,Yuhang,Hangzhou,Zhejiang ,P.R.China"
jqf@huafangbricart.com,Booth no.:  6.1G25,,Upholstery Fabrics,(86) 0571 86277338,(86) 0571 86277668,"Hangzhou Huafang Fabric Art Co.,Ltd","Dushan Industrial Zone,Chongxian,Yuhang,Hangzhou,China "
huangdaopo11@hotmail.com,Booth no.:  6.1G35,,Upholstery Fabrics,(86) 0571 88766910 ,(86) 0571 88653173,"Hangzhou Huangdaopo Textile Co.,Ltd","NO.58 Qianjin Bridge, Group 1 Xin TangVillage Dong Hu Street Yu Hang District Hangzhou, China "
chinaoffie_carmen@163.com,Booth no.:  4.1F69,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products, Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind), Sun protection accessories (curtain track, rod & motor), Textile for Household Products, Wall covering products",(86) 571 ,(86) 571 8620 8009,Hangzhou Longshi Textile Co Ltd,"Rm 2-1505, XiZi International Centre, Nanyuan Jiedao, Yuhang District, Hangzhou 311100, China"
190818028@qq.com,Booth no.:  6.1J38,,Upholstery Fabrics,(86) 0573 87123721,(86) 0573 87557950,"Hangzhou Lotus Textiles Co.,Ltd",No.158 Zhenxing West road Yuhang Hangzhou City 
huzhoujiersheng@163.com,"Booth no.:  6.1C03,6.1K37",,Upholstery Fabrics,(86) 0572 8466583,(86) 0572 8469278,"Hangzhou Luoweisa Texitle Co.,Ltd","NO.22-24 4vd.floor coth building NO.28 LinPing Rd.,Yuhang Economic Development District , HangZhou."
30643128@qq.com,Booth no.:  6.1F30,,Upholstery Fabrics,(86) 0571 89368151,(86) 0571 89368152,"Hangzhou Maipu Textile Co.,Ltd",BRAND FABRIC CITY 6TH FLOOR  NO. 28u00a0LINPINGu00a0ROADu00a0YUHANGu00a0DISTRICTu00a0HANGZHOUu00a0CHINA
sales@nuoyuchina.com,Booth no.:  6.1C02,,Upholstery Fabrics,(86) 0571 89351116 ,(86) 0571 89351128,"Hangzhou Nuoyu Textile Co.,Ltd","NO 26 ,Xinyan RD.YUhang Development Zone,  Yuhang District,Hangzhou CIity .Zhejiang PR"
